date,AAVE/USDT:USDT,ADA/USDT:USDT,APT/USDT:USDT,ASTER/USDT:USDT,AVAX/USDT:USDT,BCH/USDT:USDT,BNB/USDT:USDT,BTC/USDT:USDT,DOGE/USDT:USDT,DOT/USDT:USDT,ENA/USDT:USDT,ETC/USDT:USDT,ETH/USDT:USDT,HBAR/USDT:USDT,HYPE/USDT:USDT,IP/USDT:USDT,LINK/USDT:USDT,LTC/USDT:USDT,NEAR/USDT:USDT,ONDO/USDT:USDT,POL/USDT:USDT,SOL/USDT:USDT,SUI/USDT:USDT,TAO/USDT:USDT,TON/USDT:USDT,TRX/USDT:USDT,UNI/USDT:USDT,WLD/USDT:USDT,WLFI/USDT:USDT,XLM/USDT:USDT,XMR/USDT:USDT,XRP/USDT:USDT,ZEC/USDT:USDT
2025-10-11 06:20:00+00:00,234.93,0.6539,3.9626,1.3846,22.35,531.84,1109.0,112477.5,0.19378,3.167,0.4345,14.916,3801.99,0.1689,39.203,4.934,17.718,99.46,2.433,0.7478,0.19204,183.9,2.7378,310.12,2.1482,0.31741,5.881,0.957,0.1323,0.32829,294.44,2.4294,235.89
2025-10-11 06:21:00+00:00,235.35,0.6552,3.9666,1.3869,22.412,531.91,1110.85,112622.1,0.19389,3.175,0.4361,14.944,3807.64,0.16914,39.176,4.94,17.762,99.51,2.437,0.7494,0.19225,184.2,2.7404,311.34,2.1514,0.31751,5.89,0.9551,0.1327,0.32867,293.71,2.4333,236.88
2025-10-11 06:22:00+00:00,234.71,0.6542,3.9677,1.3777,22.411,531.46,1109.96,112555.6,0.19382,3.172,0.4355,14.91,3801.19,0.16891,39.15,4.936,17.707,99.3,2.435,0.7499,0.19207,184.12,2.7371,310.98,2.15,0.31764,5.873,0.9551,0.1323,0.32829,292.86,2.4311,237.25
2025-10-11 06:23:00+00:00,234.8,0.6544,3.9767,1.3808,22.396,530.93,1110.9,112542.4,0.19393,3.174,0.4356,14.917,3801.7,0.16881,39.134,4.937,17.705,99.27,2.436,0.7497,0.19211,183.92,2.7369,311.59,2.1491,0.31766,5.875,0.9528,0.1324,0.3286,292.03,2.4365,238.11
2025-10-11 06:24:00+00:00,235.04,0.655,3.9783,1.386,22.458,531.44,1111.29,112569.1,0.1941,3.176,0.4344,14.912,3801.73,0.16932,39.145,4.947,17.704,99.43,2.437,0.7497,0.19216,183.9,2.7417,312.18,2.1493,0.31754,5.875,0.9571,0.1325,0.32887,291.31,2.4369,237.67
2025-10-11 06:25:00+00:00,234.86,0.6536,3.9818,1.378,22.489,530.53,1108.76,112539.6,0.19383,3.171,0.4343,14.895,3796.39,0.16906,39.136,4.931,17.671,99.3,2.436,0.7489,0.19178,183.84,2.7384,312.37,2.1486,0.31744,5.863,0.9554,0.132,0.32834,291.64,2.4325,238.64
2025-10-11 06:26:00+00:00,235.02,0.6546,3.9962,1.3848,22.558,531.45,1109.28,112585.7,0.19391,3.178,0.4347,14.902,3798.21,0.16924,39.125,4.955,17.688,99.29,2.437,0.7482,0.19199,183.97,2.7415,312.31,2.1484,0.31749,5.869,0.9554,0.1322,0.32844,291.77,2.4323,237.57
2025-10-11 06:27:00+00:00,235.3,0.6549,3.9959,1.3837,22.606,531.48,1110.57,112633.3,0.19428,3.182,0.4356,14.937,3799.82,0.16927,39.191,4.956,17.716,99.53,2.438,0.7489,0.19235,184.39,2.7441,312.57,2.1469,0.3177,5.878,0.9529,0.1324,0.32898,291.7,2.4347,237.53
2025-10-11 06:28:00+00:00,235.55,0.6565,4.0087,1.3881,22.546,531.77,1111.55,112645.1,0.19528,3.195,0.4365,14.971,3801.28,0.16956,39.293,4.952,17.745,99.64,2.446,0.7513,0.19261,184.99,2.749,313.51,2.1555,0.31772,5.89,0.9499,0.1327,0.32975,291.72,2.4405,238.28
2025-10-11 06:29:00+00:00,235.33,0.6562,3.9911,1.3866,22.594,532.37,1111.83,112638.3,0.19516,3.19,0.4359,14.935,3801.15,0.16952,39.233,4.938,17.757,99.63,2.443,0.7506,0.19238,185.02,2.7515,313.64,2.1624,0.31771,5.894,0.9499,0.1325,0.32923,291.81,2.4409,237.96
2025-10-11 06:30:00+00:00,235.48,0.6569,3.9856,1.3766,22.561,531.67,1113.15,112576.1,0.19583,3.195,0.4361,14.951,3800.18,0.1699,39.205,4.935,17.781,99.93,2.443,0.7494,0.19273,184.89,2.7495,312.94,2.1556,0.31786,5.898,0.9514,0.1328,0.32953,292.09,2.4458,235.59
2025-10-11 06:31:00+00:00,235.73,0.6581,3.9834,1.3745,22.567,532.02,1114.56,112563.5,0.19637,3.196,0.4368,14.981,3802.03,0.16953,39.271,4.94,17.788,100.17,2.444,0.75,0.19284,185.36,2.7546,313.95,2.1607,0.31828,5.903,0.9522,0.1329,0.32949,292.48,2.4465,234.04
2025-10-11 06:32:00+00:00,235.69,0.6581,3.9886,1.3759,22.6,532.0,1114.1,112568.7,0.19638,3.198,0.4368,14.976,3802.32,0.16972,39.197,4.941,17.801,100.1,2.442,0.7494,0.19286,185.27,2.7563,313.73,2.1677,0.31844,5.906,0.9522,0.1329,0.32976,292.81,2.4467,234.95
2025-10-11 06:33:00+00:00,235.17,0.657,3.9911,1.3725,22.522,531.84,1112.55,112428.5,0.19575,3.193,0.4367,14.972,3798.8,0.16924,39.166,4.935,17.797,100.03,2.44,0.7496,0.19264,184.86,2.7547,314.14,2.1609,0.31849,5.896,0.9525,0.1328,0.3294,293.23,2.442,234.55
2025-10-11 06:34:00+00:00,234.92,0.6564,3.9815,1.3733,22.505,531.03,1111.72,112281.5,0.19537,3.187,0.4365,14.958,3791.63,0.16916,39.158,4.937,17.793,99.94,2.438,0.7505,0.19258,184.62,2.7491,312.48,2.1635,0.31829,5.89,0.9501,0.1327,0.32914,293.27,2.4372,234.35
2025-10-11 06:35:00+00:00,235.32,0.6571,3.9845,1.3747,22.57,531.59,1112.2,112330.0,0.19563,3.194,0.4361,14.981,3794.0,0.16936,38.993,4.935,17.818,99.98,2.442,0.7516,0.19291,184.79,2.7555,313.38,2.1646,0.31831,5.9,0.9525,0.1327,0.32953,293.5,2.4423,233.87
2025-10-11 06:36:00+00:00,235.04,0.6565,3.9849,1.3699,22.525,531.45,1110.44,112271.5,0.19513,3.184,0.4354,14.974,3790.52,0.16921,38.856,4.872,17.794,99.83,2.441,0.749,0.19272,184.68,2.7539,312.28,2.1619,0.31811,5.898,0.9502,0.1324,0.32895,293.23,2.4376,234.52
2025-10-11 06:37:00+00:00,235.01,0.6569,3.9878,1.3722,22.563,531.99,1111.2,112241.5,0.19544,3.187,0.436,14.99,3790.24,0.16953,39.023,4.884,17.814,99.81,2.444,0.7503,0.1928,184.94,2.7567,312.98,2.1634,0.31813,5.904,0.9524,0.1323,0.32923,293.26,2.4404,234.75
2025-10-11 06:38:00+00:00,234.71,0.6562,3.9721,1.3724,22.557,531.68,1109.12,112155.1,0.19506,3.186,0.4347,14.985,3784.86,0.1693,39.117,4.872,17.801,99.71,2.442,0.75,0.19265,184.93,2.7546,312.59,2.1629,0.31816,5.901,0.9507,0.132,0.32871,293.16,2.437,237.51
