method,pair,window_start,window_end,entry_time,exit_time,side,beta,w_a,w_b,qty_a,qty_b,entry_price_a,entry_price_b,exit_price_a,exit_price_b,fee,pnl,pnl_pct,capital_per_leg
SDR,AVAX_USDT_USDT-LINK_USDT_USDT,2025-01-01 17:00:00+00:00,2025-01-02 01:15:00+00:00,2025-01-01 20:30:00+00:00,2025-01-01 21:05:00+00:00,shortA_longB,1.3388528682578436,0.5,0.5,12.87995878413189,22.841480127912288,38.82,21.89,38.828,22.124,0.2005447946020205,5.041321885056324,0.5041321885056324,1000.0
SDR,ETC_USDT_USDT-UNI_USDT_USDT,2025-01-03 02:20:00+00:00,2025-01-03 10:35:00+00:00,2025-01-03 01:10:00+00:00,2025-01-03 09:55:00+00:00,shortA_longB,0.40856193959408404,0.5,0.5,18.499334023975138,35.10496384188724,27.028,14.243,28.296,15.033,0.20511900769774913,4.070646884992656,0.40706468849926564,1000.0
SDR,BCH_USDT_USDT-WLD_USDT_USDT,2025-01-03 19:00:00+00:00,2025-01-04 03:15:00+00:00,2025-01-03 21:45:00+00:00,2025-01-03 23:15:00+00:00,shortA_longB,10.0,0.5,0.5,1.0416232656972626,209.4153124476462,480.02,2.3876,477.17,2.3897,0.19974711458489028,3.2086513487923276,0.3208651348792328,1000.0
SDR,BCH_USDT_USDT-DOGE_USDT_USDT,2025-01-04 11:40:00+00:00,2025-01-04 19:55:00+00:00,2025-01-04 15:50:00+00:00,2025-01-04 16:20:00+00:00,shortA_longB,10.0,0.5,0.5,1.0420140046682227,1267.3628713373214,479.84,0.39452,475.81,0.39352,0.19945333206898497,2.7325002354066017,0.2732500235406602,1000.0
SDR,DOGE_USDT_USDT-NEAR_USDT_USDT,2025-01-04 11:40:00+00:00,2025-01-04 19:55:00+00:00,2025-01-04 11:30:00+00:00,2025-01-04 14:05:00+00:00,longA_shortB,0.1,0.5,0.5,1301.6087884625397,85.23695874531197,0.38414,5.866,0.39046,5.813,0.20037086087295816,12.543355495711811,1.2543355495711812,1000.0
SDR,SUI_USDT_USDT-UNI_USDT_USDT,2025-01-06 05:20:00+00:00,2025-01-06 13:35:00+00:00,2025-01-06 03:15:00+00:00,2025-01-06 07:50:00+00:00,shortA_longB,0.1588011868960454,0.5,0.5,96.31313325885118,33.302251232183295,5.1914,15.014,5.2732,15.354,0.20192011797195164,3.242431000396307,0.3242431000396307,1000.0
SDR,BCH_USDT_USDT-ENA_USDT_USDT,2025-01-07 14:40:00+00:00,2025-01-07 22:55:00+00:00,2025-01-07 13:55:00+00:00,2025-01-07 17:05:00+00:00,longA_shortB,10.0,0.5,0.5,1.1459741926611813,480.7692307692308,436.31,1.04,439.84,1.0409,0.20044779812077865,3.4121487942808995,0.34121487942809,1000.0
SDR,AVAX_USDT_USDT-LINK_USDT_USDT,2025-01-07 23:00:00+00:00,2025-01-08 07:15:00+00:00,2025-01-07 22:30:00+00:00,2025-01-08 01:25:00+00:00,longA_shortB,1.7224203717496618,0.5,0.5,13.084894797445827,23.916578972543768,38.212,20.906,38.639,20.952,0.20066874127112466,4.286418704501155,0.4286418704501155,1000.0
SDR,DOT_USDT_USDT-LINK_USDT_USDT,2025-01-07 23:00:00+00:00,2025-01-08 07:15:00+00:00,2025-01-08 05:00:00+00:00,2025-01-08 05:10:00+00:00,longA_shortB,0.37908553725591954,0.5,0.5,72.7802037845706,23.972766936759843,6.87,20.857,6.839,20.636,0.1992445832189655,2.842550592483296,0.2842550592483296,1000.0
SDR,LINK_USDT_USDT-ZEC_USDT_USDT,2025-01-08 15:40:00+00:00,2025-01-08 23:55:00+00:00,2025-01-08 18:05:00+00:00,2025-01-08 19:55:00+00:00,longA_shortB,0.31253029437346347,0.5,0.5,24.63903809195289,9.946290033817386,20.293,50.27,20.271,49.96,0.19963745912514938,2.341653613335337,0.23416536133353374,1000.0
SDR,POL_USDT_USDT-XLM_USDT_USDT,2025-01-09 08:20:00+00:00,2025-01-09 16:35:00+00:00,2025-01-09 11:10:00+00:00,2025-01-09 11:20:00+00:00,shortA_longB,0.7896717453968767,0.5,0.5,1100.9820760118025,1254.0442928444231,0.45414,0.39871,0.4493,0.396,0.19912727867184946,1.7311659356169127,0.17311659356169126,1000.0
SDR,BNB_USDT_USDT-TRX_USDT_USDT,2025-01-10 01:00:00+00:00,2025-01-10 09:15:00+00:00,2025-01-10 03:30:00+00:00,2025-01-10 04:55:00+00:00,longA_shortB,10.0,0.5,0.5,0.7196729805976164,2066.6280896089943,694.76,0.24194,696.13,0.24223,0.20015852741294055,0.18647131001916312,0.01864713100191631,1000.0
SDR,ETC_USDT_USDT-SOL_USDT_USDT,2025-01-11 18:40:00+00:00,2025-01-12 02:55:00+00:00,2025-01-11 16:35:00+00:00,2025-01-11 21:15:00+00:00,shortA_longB,0.1,0.5,0.5,19.543464665415886,2.667804930103511,25.584,187.42,25.593,186.67,0.19981750374844112,-2.3765623833148237,-0.2376562383314824,1000.0
